Customer_ID,Age,Gender,Region,Tenure_Months,Subscription_Type,Monthly_Spend,Support_Tickets,Churn_Flag,Signup_Date,Annual_Spend,Signup_Year,Tenure_Group,Spend_Group
C064586,20.0,Female,East,13,Standard,15.0,1,0.0,2023-08-26,180.0,2023,1-2 yr,Q1 low
C064587,22.0,Female,West,48,Standard,22.21,1,0.0,2025-02-05,266.52,2025,2-5 yr,Q2
C064588,25.0,Female,West,118,Standard,17.78,1,0.0,2021-10-29,213.36,2021,5-10 yr,Q2
C064589,27.0,Male,North,48,Standard,24.33,2,1.0,2019-08-25,291.96,2019,2-5 yr,Q2
C064590,18.0,Male,West,5,Standard,15.25,0,0.0,2023-05-12,183.0,2023,0-6 mo,Q1 low
C064591,31.0,Male,South,33,Premium,97.98,2,0.0,2020-07-02,1175.76,2020,2-5 yr,Q4 high
C064592,33.0,Male,North,64,Standard,15.67,2,1.0,2022-07-18,188.04,2022,5-10 yr,Q2
C064593,19.0,Male,East,49,Premium,61.12,2,0.0,2024-02-07,733.4399999999999,2024,2-5 yr,Q4 high
C064594,18.0,Male,East,92,Standard,26.84,1,0.0,2023-04-12,322.08,2023,5-10 yr,Q3
C064595,26.0,Male,North,55,Standard,15.07,0,0.0,2024-08-23,180.84,2024,2-5 yr,Q1 low
C064596,47.0,Female,North,13,Premium,44.82,0,0.0,2019-04-05,537.84,2019,1-2 yr,Q3
C064597,25.0,Female,West,35,Basic,16.72,0,0.0,2020-11-12,200.64,2020,2-5 yr,Q2
C064598,44.0,Male,South,112,Standard,19.66,3,0.0,2019-06-19,235.92000000000002,2019,5-10 yr,Q2
C064599,47.0,Female,West,101,Basic,10.55,0,1.0,2024-05-04,126.60000000000001,2024,5-10 yr,Q1 low
C064600,34.0,Female,North,78,Premium,93.4,1,0.0,2019-05-11,1120.8000000000002,2019,5-10 yr,Q4 high
C064601,36.0,Male,West,15,Enterprise,124.39,1,0.0,2024-04-17,1492.68,2024,1-2 yr,Q4 high
C064602,30.0,Female,West,89,Standard,32.31,0,0.0,2019-04-24,387.72,2019,5-10 yr,Q3
C064603,45.0,Female,East,98,Basic,16.58,3,0.0,2025-08-30,198.95999999999998,2025,5-10 yr,Q2
C064604,41.0,Male,South,6,Basic,16.55,1,1.0,2020-09-07,198.60000000000002,2020,0-6 mo,Q2
C064605,23.0,Male,East,112,Standard,34.76,1,0.0,2019-08-13,417.12,2019,5-10 yr,Q3
C064606,41.0,Female,North,21,Standard,34.63,0,0.0,2025-08-31,415.56000000000006,2025,1-2 yr,Q3
C064607,29.0,Male,East,15,Basic,13.8,2,1.0,2024-09-24,165.60000000000002,2024,1-2 yr,Q1 low
C064608,36.0,Female,North,114,Standard,23.6,1,0.0,2020-09-29,283.20000000000005,2020,5-10 yr,Q2
C064609,23.0,Female,East,105,Standard,34.51,0,1.0,2019-02-16,414.12,2019,5-10 yr,Q3
C064610,42.0,Male,South,104,Basic,10.52,2,0.0,2023-12-04,126.24,2023,5-10 yr,Q1 low
C064611,34.0,Male,West,104,Premium,48.56,0,1.0,2024-10-31,582.72,2024,5-10 yr,Q3
C064612,20.0,Female,East,11,Basic,16.66,4,1.0,2019-12-08,199.92000000000002,2019,6-12 mo,Q2
C064613,38.0,Male,Unknown,51,Unknown,14.13,1,0.0,2022-04-15,169.56,2022,2-5 yr,Q1 low
C064614,33.0,Male,Central,41,Basic,10.46,2,1.0,2025-08-22,125.52000000000001,2025,2-5 yr,Q1 low
C064615,33.0,Female,East,3,Premium,65.89,0,1.0,2020-02-22,790.6800000000001,2020,0-6 mo,Q4 high
C064616,44.0,Male,Central,95,Standard,19.33,0,0.0,2022-07-05,231.95999999999998,2022,5-10 yr,Q2
C064617,34.0,Female,South,119,Standard,24.86,3,1.0,2021-03-19,298.32,2021,5-10 yr,Q2
C064618,34.0,Male,South,9,Premium,43.73,2,0.0,2024-08-09,524.76,2024,6-12 mo,Q3
C064619,38.0,Female,East,23,Basic,16.26,2,1.0,2022-10-06,195.12,2022,1-2 yr,Q2
C064620,23.0,Female,South,23,Standard,27.0,1,1.0,2021-03-25,324.0,2021,1-2 yr,Q3
C064621,37.0,Male,North,61,Basic,7.31,1,0.0,2021-02-13,87.72,2021,5-10 yr,Q1 low
C064622,18.0,Female,Central,83,Premium,42.24,0,0.0,2020-06-18,506.88,2020,5-10 yr,Q3
C064623,36.0,Female,Central,42,Basic,14.7,2,0.0,2023-12-07,176.39999999999998,2023,2-5 yr,Q1 low
C064624,18.0,Female,West,13,Standard,27.58,4,1.0,2021-02-17,330.96,2021,1-2 yr,Q3
C064625,45.0,Female,West,41,Basic,12.64,3,0.0,2025-05-15,151.68,2025,2-5 yr,Q1 low
C064626,42.0,Female,East,118,Standard,36.07,1,0.0,2024-09-26,432.84000000000003,2024,5-10 yr,Q3
C064627,30.0,Female,West,44,Premium,58.81,1,0.0,2022-10-19,705.72,2022,2-5 yr,Q4 high
C064628,18.0,Male,Central,120,Premium,41.84,0,0.0,2024-07-10,502.08000000000004,2024,5-10 yr,Q3
C064629,18.0,Male,East,37,Standard,16.94,1,1.0,2024-06-14,203.28000000000003,2024,2-5 yr,Q2
C064630,37.0,Male,West,49,Standard,17.93,0,0.0,2025-06-05,215.16,2025,2-5 yr,Q2
C064631,32.0,Female,South,86,Standard,35.7,1,0.0,2024-07-07,428.40000000000003,2024,5-10 yr,Q3
C064632,32.0,Female,West,105,Basic,6.0,2,0.0,2019-08-28,72.0,2019,5-10 yr,Q1 low
C064633,41.0,Male,North,13,Standard,21.41,2,1.0,2019-06-26,256.92,2019,1-2 yr,Q2
C064634,34.0,Female,South,101,Premium,37.71,1,0.0,2025-06-22,452.52,2025,5-10 yr,Q3
C064635,45.0,Female,East,92,Basic,19.54,1,0.0,2019-12-07,234.48,2019,5-10 yr,Q2
C064636,25.0,Male,West,85,Enterprise,215.11,1,0.0,2024-12-27,2581.32,2024,5-10 yr,Q4 high
C064637,22.0,Female,East,32,Premium,99.92,0,0.0,2022-01-28,1199.04,2022,2-5 yr,Q4 high
C064638,32.0,Male,West,21,Basic,16.84,0,0.0,2020-04-05,202.07999999999998,2020,1-2 yr,Q2
C064639,25.0,Female,North,11,Basic,18.12,1,1.0,2025-07-13,217.44,2025,6-12 mo,Q2
C064640,29.0,Male,North,1,Standard,25.76,1,0.0,2020-04-28,309.12,2020,0-6 mo,Q3
C064641,46.0,Female,North,38,Standard,36.95,1,0.0,2025-02-03,443.40000000000003,2025,2-5 yr,Q3
C064642,53.0,Male,West,34,Basic,5.35,0,0.0,2022-12-12,64.19999999999999,2022,2-5 yr,Q1 low
C064643,52.0,Male,West,30,Premium,71.25,1,0.0,2025-04-12,855.0,2025,2-5 yr,Q4 high
C064644,29.0,Male,South,19,Standard,39.02,2,0.0,2019-09-10,468.24,2019,1-2 yr,Q3
C064645,33.0,Male,East,70,Standard,22.05,3,0.0,2022-09-24,264.6,2022,5-10 yr,Q2
C064646,36.0,Male,South,1,Basic,9.83,1,0.0,2025-01-01,117.96000000000001,2025,0-6 mo,Q1 low
C064647,40.0,Female,West,33,Premium,89.94,4,0.0,2022-05-19,1079.28,2022,2-5 yr,Q4 high
C064648,31.0,Female,Central,70,Premium,65.19,1,0.0,2020-04-13,782.28,2020,5-10 yr,Q4 high
C064649,32.0,Unknown,North,2,Premium,81.59,0,0.0,2025-05-25,979.08,2025,0-6 mo,Q4 high
C064650,33.0,Female,South,119,Standard,25.43,1,0.0,2022-06-23,305.15999999999997,2022,5-10 yr,Q2
C064651,31.0,Female,North,34,Basic,11.74,0,1.0,2020-10-11,140.88,2020,2-5 yr,Q1 low
C064652,48.0,Female,West,86,Basic,12.24,0,0.0,2024-02-21,146.88,2024,5-10 yr,Q1 low
C064653,28.0,Male,West,26,Premium,85.51,2,0.0,2021-02-28,1026.1200000000001,2021,2-5 yr,Q4 high
C064654,40.0,Female,South,10,Standard,16.76,0,1.0,2020-05-17,201.12,2020,6-12 mo,Q2
C064655,18.0,Female,South,73,Standard,27.78,5,0.0,2024-07-10,333.36,2024,5-10 yr,Q3
C064656,29.0,Non-binary,Central,62,Standard,30.04,1,1.0,2024-02-19,360.48,2024,5-10 yr,Q3
C064657,57.0,Male,East,109,Premium,38.23,4,0.0,2019-09-28,458.76,2019,5-10 yr,Q3
C064658,30.0,Male,East,95,Standard,33.62,0,0.0,2024-01-17,403.43999999999994,2024,5-10 yr,Q3
C064659,30.0,Female,South,88,Basic,18.4,0,1.0,2022-08-13,220.79999999999998,2022,5-10 yr,Q2
C064660,26.0,Female,South,23,Basic,15.15,1,0.0,2020-09-25,181.8,2020,1-2 yr,Q1 low
C064661,22.0,Female,East,70,Premium,71.25,0,0.0,2020-02-02,855.0,2020,5-10 yr,Q4 high
C064662,39.0,Female,East,98,Basic,5.18,1,0.0,2023-06-04,62.16,2023,5-10 yr,Q1 low
C064663,18.0,Male,South,103,Standard,33.09,0,0.0,2025-08-24,397.08000000000004,2025,5-10 yr,Q3
C064664,32.0,Female,Central,111,Basic,13.98,3,0.0,2021-09-01,167.76,2021,5-10 yr,Q1 low
C064665,45.0,Male,East,33,Premium,62.77,0,0.0,2023-06-09,753.24,2023,2-5 yr,Q4 high
C064666,21.0,Female,North,65,Standard,22.8,1,1.0,2024-08-28,273.6,2024,5-10 yr,Q2
C064667,24.0,Female,South,32,Premium,43.61,0,0.0,2022-01-12,523.3199999999999,2022,2-5 yr,Q3
C064668,33.0,Male,North,56,Premium,94.18,1,0.0,2021-01-08,1130.16,2021,2-5 yr,Q4 high
C064669,43.0,Male,West,92,Basic,5.31,1,0.0,2023-11-17,63.72,2023,5-10 yr,Q1 low
C064670,43.0,Male,West,103,Standard,27.1,1,0.0,2019-09-23,325.20000000000005,2019,5-10 yr,Q3
C064671,42.0,Female,Central,118,Premium,63.68,0,1.0,2020-10-16,764.16,2020,5-10 yr,Q4 high
C064672,30.0,Female,Central,100,Premium,39.42,1,0.0,2022-06-04,473.04,2022,5-10 yr,Q3
C064673,24.0,Male,East,41,Basic,5.08,1,0.0,2019-03-23,60.96,2019,2-5 yr,Q1 low
C064674,29.0,Female,East,61,Standard,27.23,2,0.0,2025-06-05,326.76,2025,5-10 yr,Q3
C064675,20.0,Female,East,114,Standard,39.5,0,0.0,2024-04-29,474.0,2024,5-10 yr,Q3
C064676,18.0,Female,East,111,Standard,16.94,3,0.0,2020-12-05,203.28000000000003,2020,5-10 yr,Q2
C064677,29.0,Male,North,61,Standard,26.88,1,1.0,2025-07-30,322.56,2025,5-10 yr,Q3
C064678,49.0,Male,East,26,Standard,30.52,0,0.0,2023-05-22,366.24,2023,2-5 yr,Q3
C064679,31.0,Female,South,81,Standard,24.1,0,1.0,2022-11-23,289.20000000000005,2022,5-10 yr,Q2
C064680,33.0,Male,South,96,Basic,10.82,0,1.0,2020-11-14,129.84,2020,5-10 yr,Q1 low
C064681,31.0,Male,South,4,Standard,39.67,0,0.0,2022-02-25,476.04,2022,0-6 mo,Q3
C064682,20.0,Male,South,120,Standard,28.67,3,1.0,2020-04-17,344.04,2020,5-10 yr,Q3
C064683,41.0,Non-binary,South,88,Premium,92.12,0,1.0,2023-12-27,1105.44,2023,5-10 yr,Q4 high
C064684,37.0,Male,Central,115,Standard,20.89,1,1.0,2020-08-23,250.68,2020,5-10 yr,Q2
C064685,40.0,Male,West,119,Basic,14.59,0,1.0,2024-03-28,175.07999999999998,2024,5-10 yr,Q1 low
C064686,28.0,Male,North,83,Enterprise,230.6,1,0.0,2021-11-30,2767.2,2021,5-10 yr,Q4 high
C064687,41.0,Female,West,39,Basic,13.32,1,1.0,2025-03-23,159.84,2025,2-5 yr,Q1 low
C064688,39.0,Male,East,92,Basic,5.07,1,0.0,2023-03-21,60.84,2023,5-10 yr,Q1 low
C064689,44.0,Female,South,64,Basic,7.6,0,0.0,2023-11-22,91.19999999999999,2023,5-10 yr,Q1 low
C064690,36.0,Female,North,16,Standard,30.88,1,0.0,2022-05-17,370.56,2022,1-2 yr,Q3
C064691,29.0,Male,South,95,Standard,15.58,1,0.0,2020-03-11,186.96,2020,5-10 yr,Q2
C064692,41.0,Male,North,91,Basic,10.82,3,0.0,2020-03-27,129.84,2020,5-10 yr,Q1 low
C064693,30.0,Male,East,109,Premium,46.08,0,0.0,2023-12-24,552.96,2023,5-10 yr,Q3
C064694,19.0,Female,East,22,Basic,17.98,1,0.0,2020-01-15,215.76,2020,1-2 yr,Q2
C064695,18.0,Female,East,44,Standard,39.51,4,0.0,2020-09-05,474.12,2020,2-5 yr,Q3
C064696,47.0,Male,South,50,Basic,13.8,4,0.0,2021-12-09,165.60000000000002,2021,2-5 yr,Q1 low
C064697,35.0,Male,North,110,Premium,40.28,1,0.0,2020-08-02,483.36,2020,5-10 yr,Q3
C064698,19.0,Male,Central,12,Standard,21.34,1,0.0,2023-05-14,256.08,2023,6-12 mo,Q2
C064699,37.0,Female,East,19,Standard,15.72,0,1.0,2025-03-05,188.64000000000001,2025,1-2 yr,Q2
C064700,28.0,Male,North,87,Standard,38.2,0,0.0,2024-05-14,458.40000000000003,2024,5-10 yr,Q3
C064701,31.0,Male,East,75,Standard,22.96,0,0.0,2024-07-29,275.52,2024,5-10 yr,Q2
C064702,37.0,Male,East,90,Enterprise,237.57,0,0.0,2022-07-18,2850.84,2022,5-10 yr,Q4 high
C064703,41.0,Female,East,44,Premium,71.0,1,1.0,2024-12-28,852.0,2024,2-5 yr,Q4 high
C064704,32.0,Female,South,95,Premium,90.46,1,0.0,2022-02-26,1085.52,2022,5-10 yr,Q4 high
C064705,32.0,Male,West,120,Basic,13.5,2,1.0,2023-02-04,162.0,2023,5-10 yr,Q1 low
C064706,45.0,Male,East,77,Basic,9.87,0,0.0,2023-10-02,118.44,2023,5-10 yr,Q1 low
C064707,47.0,Male,Central,33,Standard,25.92,1,1.0,2024-01-13,311.04,2024,2-5 yr,Q3
C064708,32.0,Female,West,16,Premium,90.07,2,0.0,2020-09-12,1080.84,2020,1-2 yr,Q4 high
C064709,39.0,Female,West,92,Premium,58.3,0,0.0,2021-03-24,699.5999999999999,2021,5-10 yr,Q4 high
C064710,37.0,Non-binary,East,70,Standard,27.16,1,0.0,2020-08-29,325.92,2020,5-10 yr,Q3
C064711,40.0,Male,Central,46,Enterprise,132.64,2,1.0,2020-06-13,1591.6799999999998,2020,2-5 yr,Q4 high
C064712,46.0,Male,South,105,Standard,28.15,0,0.0,2024-03-05,337.79999999999995,2024,5-10 yr,Q3
C064713,36.0,Male,North,97,Standard,23.23,0,0.0,2022-01-01,278.76,2022,5-10 yr,Q2
C064714,31.0,Female,East,72,Basic,17.66,2,1.0,2024-05-20,211.92000000000002,2024,5-10 yr,Q2
C064715,34.0,Male,South,34,Premium,55.57,1,0.0,2024-02-29,666.84,2024,2-5 yr,Q4 high
C064716,58.0,Female,East,60,Basic,8.87,2,0.0,2022-01-20,106.44,2022,2-5 yr,Q1 low
C064717,29.0,Male,West,33,Premium,62.22,0,1.0,2023-02-26,746.64,2023,2-5 yr,Q4 high
C064718,35.0,Male,East,79,Standard,21.39,1,0.0,2020-08-06,256.68,2020,5-10 yr,Q2
C064719,34.0,Male,East,91,Standard,37.47,2,0.0,2021-02-01,449.64,2021,5-10 yr,Q3
C064720,44.0,Male,East,82,Premium,70.64,1,0.0,2019-03-31,847.6800000000001,2019,5-10 yr,Q4 high
C064721,31.0,Male,South,8,Standard,38.05,0,0.0,2021-11-03,456.59999999999997,2021,6-12 mo,Q3
C064722,30.0,Female,West,26,Basic,10.17,1,1.0,2019-01-12,122.03999999999999,2019,2-5 yr,Q1 low
C064723,33.0,Female,Central,48,Premium,44.7,1,0.0,2021-08-01,536.4000000000001,2021,2-5 yr,Q3
C064724,29.0,Non-binary,East,28,Standard,22.66,0,0.0,2020-11-17,271.92,2020,2-5 yr,Q2
C064725,37.0,Male,North,95,Basic,17.9,1,1.0,2020-02-22,214.79999999999998,2020,5-10 yr,Q2
C064726,40.0,Female,East,42,Basic,6.82,2,1.0,2021-02-25,81.84,2021,2-5 yr,Q1 low
C064727,45.0,Male,West,76,Standard,21.16,2,1.0,2023-09-03,253.92000000000002,2023,5-10 yr,Q2
C064728,29.0,Male,West,120,Standard,17.92,0,0.0,2022-04-19,215.04000000000002,2022,5-10 yr,Q2
C064729,25.0,Female,East,38,Standard,22.58,3,0.0,2020-11-01,270.96,2020,2-5 yr,Q2
C064730,39.0,Female,West,74,Premium,64.85,2,0.0,2019-12-16,778.1999999999999,2019,5-10 yr,Q4 high
C064731,21.0,Male,South,120,Premium,40.72,0,0.0,2020-05-07,488.64,2020,5-10 yr,Q3
C064732,31.0,Male,South,77,Standard,39.26,2,0.0,2022-05-04,471.12,2022,5-10 yr,Q3
C064733,31.0,Male,South,54,Premium,40.26,1,0.0,2019-09-08,483.12,2019,2-5 yr,Q3
C064734,27.0,Female,North,70,Basic,10.26,0,0.0,2025-08-28,123.12,2025,5-10 yr,Q1 low
C064735,40.0,Male,East,48,Premium,64.16,0,0.0,2020-01-17,769.92,2020,2-5 yr,Q4 high
C064736,48.0,Female,North,58,Standard,19.33,0,0.0,2022-01-11,231.95999999999998,2022,2-5 yr,Q2
C064737,18.0,Female,Central,55,Basic,16.49,2,0.0,2022-09-05,197.88,2022,2-5 yr,Q2
C064738,23.0,Female,South,63,Standard,25.85,0,0.0,2024-03-08,310.20000000000005,2024,5-10 yr,Q3
C064739,49.0,Non-binary,South,9,Basic,15.32,0,0.0,2019-08-15,183.84,2019,6-12 mo,Q1 low
C064740,42.0,Male,South,100,Premium,44.1,1,0.0,2025-01-28,529.2,2025,5-10 yr,Q3
C064741,34.0,Female,East,117,Basic,19.82,0,1.0,2019-03-05,237.84,2019,5-10 yr,Q2
C064742,34.0,Male,North,40,Standard,20.76,0,0.0,2023-03-02,249.12,2023,2-5 yr,Q2
C064743,19.0,Male,East,27,Standard,35.37,1,1.0,2022-11-25,424.43999999999994,2022,2-5 yr,Q3
C064744,45.0,Male,East,71,Standard,35.16,0,0.0,2024-11-16,421.91999999999996,2024,5-10 yr,Q3
C064745,36.0,Male,West,54,Premium,90.92,1,0.0,2021-06-18,1091.04,2021,2-5 yr,Q4 high
C064746,26.0,Female,West,100,Basic,6.41,0,0.0,2022-07-12,76.92,2022,5-10 yr,Q1 low
C064747,31.0,Female,North,97,Basic,10.7,3,0.0,2022-07-19,128.39999999999998,2022,5-10 yr,Q1 low
C064748,27.0,Female,Central,31,Premium,71.85,0,0.0,2022-03-25,862.1999999999999,2022,2-5 yr,Q4 high
C064749,52.0,Male,West,28,Standard,32.27,1,0.0,2021-09-11,387.24,2021,2-5 yr,Q3
C064750,45.0,Female,East,54,Enterprise,107.03,2,0.0,2022-09-07,1284.3600000000001,2022,2-5 yr,Q4 high
C064751,38.0,Male,South,31,Standard,29.21,0,0.0,2023-07-19,350.52,2023,2-5 yr,Q3
C064752,21.0,Female,East,6,Premium,84.49,1,0.0,2020-12-04,1013.8799999999999,2020,0-6 mo,Q4 high
C064753,31.0,Female,East,119,Standard,27.6,2,0.0,2020-11-11,331.20000000000005,2020,5-10 yr,Q3
C064754,27.0,Non-binary,Central,7,Premium,38.88,1,0.0,2025-02-06,466.56000000000006,2025,6-12 mo,Q3
C064755,32.0,Female,East,63,Standard,32.07,2,0.0,2021-11-24,384.84000000000003,2021,5-10 yr,Q3
C064756,28.0,Non-binary,East,92,Standard,38.9,1,0.0,2025-04-23,466.79999999999995,2025,5-10 yr,Q3
C064757,30.0,Male,North,43,Standard,35.66,1,0.0,2024-12-11,427.91999999999996,2024,2-5 yr,Q3
C064758,46.0,Female,East,4,Enterprise,171.4,0,1.0,2024-04-05,2056.8,2024,0-6 mo,Q4 high
C064759,38.0,Female,East,38,Basic,12.72,2,0.0,2022-09-14,152.64000000000001,2022,2-5 yr,Q1 low
C064760,58.0,Female,North,42,Standard,28.08,0,0.0,2025-05-05,336.96,2025,2-5 yr,Q3
C064761,22.0,Female,South,19,Basic,15.95,2,0.0,2023-07-14,191.39999999999998,2023,1-2 yr,Q2
C064762,31.0,Male,West,110,Basic,17.22,0,0.0,2022-09-07,206.64,2022,5-10 yr,Q2
C064763,31.0,Male,West,36,Standard,30.09,2,0.0,2019-06-09,361.08,2019,2-5 yr,Q3
C064764,43.0,Female,East,46,Basic,15.88,2,1.0,2022-03-11,190.56,2022,2-5 yr,Q2
C064765,36.0,Female,West,115,Premium,72.0,0,0.0,2019-03-15,864.0,2019,5-10 yr,Q4 high
C064766,43.0,Male,Central,50,Standard,25.65,1,0.0,2024-04-02,307.79999999999995,2024,2-5 yr,Q2
C064767,28.0,Male,West,71,Basic,7.47,1,0.0,2020-12-11,89.64,2020,5-10 yr,Q1 low
C064768,18.0,Male,North,23,Standard,30.88,2,0.0,2022-06-25,370.56,2022,1-2 yr,Q3
C064769,31.0,Female,North,72,Enterprise,93.81,1,0.0,2019-10-23,1125.72,2019,5-10 yr,Q4 high
C064770,18.0,Female,South,69,Standard,35.85,2,0.0,2023-06-24,430.20000000000005,2023,5-10 yr,Q3
C064771,42.0,Male,Central,18,Standard,36.81,1,0.0,2020-08-30,441.72,2020,1-2 yr,Q3
C064772,38.0,Female,North,50,Standard,18.21,1,0.0,2023-02-22,218.52,2023,2-5 yr,Q2
C064773,33.0,Male,West,54,Standard,16.78,0,0.0,2020-02-28,201.36,2020,2-5 yr,Q2
C064774,25.0,Female,South,41,Basic,15.01,1,0.0,2021-11-18,180.12,2021,2-5 yr,Q1 low
C064775,21.0,Male,East,98,Premium,52.68,2,1.0,2022-12-21,632.16,2022,5-10 yr,Q4 high
C064776,47.0,Male,South,18,Standard,29.98,4,0.0,2019-11-15,359.76,2019,1-2 yr,Q3
C064777,28.0,Female,Central,19,Premium,45.95,1,1.0,2019-08-21,551.4000000000001,2019,1-2 yr,Q3
C064778,22.0,Male,North,119,Premium,95.2,1,0.0,2023-02-16,1142.4,2023,5-10 yr,Q4 high
C064779,54.0,Male,West,68,Basic,7.65,1,0.0,2022-08-03,91.80000000000001,2022,5-10 yr,Q1 low
C064780,38.0,Female,South,112,Standard,22.83,1,1.0,2024-07-06,273.96,2024,5-10 yr,Q2
C064781,49.0,Female,West,74,Basic,7.99,1,0.0,2024-06-21,95.88,2024,5-10 yr,Q1 low
C064782,48.0,Male,Central,60,Standard,17.26,2,1.0,2022-05-21,207.12,2022,2-5 yr,Q2
C064783,31.0,Female,South,27,Premium,73.54,4,0.0,2021-12-12,882.48,2021,2-5 yr,Q4 high
C064784,40.0,Male,East,71,Basic,15.71,0,1.0,2020-04-21,188.52,2020,5-10 yr,Q2
C064785,34.0,Male,East,52,Premium,76.69,3,0.0,2022-12-14,920.28,2022,2-5 yr,Q4 high
C064786,27.0,Female,West,56,Basic,12.57,2,1.0,2019-05-10,150.84,2019,2-5 yr,Q1 low
C064787,45.0,Male,North,65,Basic,8.17,2,0.0,2022-10-22,98.03999999999999,2022,5-10 yr,Q1 low
C064788,22.0,Male,East,96,Premium,58.52,0,0.0,2025-01-31,702.24,2025,5-10 yr,Q4 high
C064789,33.0,Male,Central,110,Standard,38.96,1,1.0,2023-09-13,467.52,2023,5-10 yr,Q3
C064790,40.0,Female,West,72,Enterprise,115.07,2,0.0,2022-12-30,1380.84,2022,5-10 yr,Q4 high
C064791,36.0,Female,West,64,Standard,39.29,1,0.0,2022-08-05,471.48,2022,5-10 yr,Q3
C064792,33.0,Male,West,57,Enterprise,133.3,3,0.0,2021-03-09,1599.6000000000001,2021,2-5 yr,Q4 high
C064793,18.0,Female,Central,40,Premium,57.47,0,0.0,2021-11-16,689.64,2021,2-5 yr,Q4 high
C064794,29.0,Male,Central,49,Basic,14.24,0,0.0,2024-09-05,170.88,2024,2-5 yr,Q1 low
C064795,37.0,Female,North,30,Standard,38.47,1,1.0,2022-04-01,461.64,2022,2-5 yr,Q3
C064796,34.0,Female,West,28,Premium,68.14,2,0.0,2020-07-04,817.6800000000001,2020,2-5 yr,Q4 high
C064797,22.0,Male,East,88,Premium,40.08,2,0.0,2023-06-25,480.96,2023,5-10 yr,Q3
C064798,36.0,Male,South,98,Premium,94.24,1,0.0,2019-01-15,1130.8799999999999,2019,5-10 yr,Q4 high
C064799,22.0,Female,Central,101,Basic,8.37,0,0.0,2022-09-21,100.44,2022,5-10 yr,Q1 low
C064800,22.0,Male,South,72,Premium,90.47,0,,2024-11-18,1085.6399999999999,2024,5-10 yr,Q4 high
C064801,30.0,Female,Central,88,Standard,36.58,1,1.0,2019-06-15,438.96,2019,5-10 yr,Q3
C064802,50.0,Female,South,33,Basic,19.4,3,0.0,2024-05-03,232.79999999999998,2024,2-5 yr,Q2
C064803,21.0,Male,East,72,Basic,17.93,4,1.0,2019-05-23,215.16,2019,5-10 yr,Q2
C064804,36.0,Female,South,107,Basic,6.03,1,0.0,2023-12-23,72.36,2023,5-10 yr,Q1 low
C064805,18.0,Male,North,44,Standard,32.53,2,0.0,2024-10-07,390.36,2024,2-5 yr,Q3
C064806,46.0,Prefer not to say,Central,96,Standard,26.79,3,0.0,2019-03-18,321.48,2019,5-10 yr,Q3
C064807,25.0,Female,Central,66,Standard,38.54,1,0.0,2025-06-30,462.48,2025,5-10 yr,Q3
C064808,45.0,Female,West,83,Standard,24.91,0,0.0,2025-06-05,298.92,2025,5-10 yr,Q2
C064809,37.0,Female,Central,77,Premium,37.51,1,0.0,2019-01-01,450.12,2019,5-10 yr,Q3
C064810,22.0,Male,North,89,Premium,44.34,2,0.0,2025-03-15,532.08,2025,5-10 yr,Q3
C064811,48.0,Female,Central,37,Basic,16.3,0,0.0,2023-09-19,195.60000000000002,2023,2-5 yr,Q2
C064812,37.0,Female,West,106,Standard,37.69,1,1.0,2025-03-27,452.28,2025,5-10 yr,Q3
C064813,31.0,Female,West,76,Basic,15.55,1,0.0,2023-06-26,186.60000000000002,2023,5-10 yr,Q2
C064814,18.0,Male,North,27,Standard,27.34,1,0.0,2022-01-25,328.08,2022,2-5 yr,Q3
C064815,42.0,Male,East,40,Premium,80.02,0,1.0,2021-12-21,960.24,2021,2-5 yr,Q4 high
C064816,33.0,Male,East,92,Standard,19.45,4,0.0,2022-11-06,233.39999999999998,2022,5-10 yr,Q2
C064817,28.0,Male,North,1,Standard,18.77,1,1.0,2025-05-25,225.24,2025,0-6 mo,Q2
C064818,33.0,Male,West,80,Premium,59.36,0,0.0,2025-03-31,712.3199999999999,2025,5-10 yr,Q4 high
C064819,38.0,Female,East,66,Basic,16.99,2,0.0,2025-02-20,203.88,2025,5-10 yr,Q2
C064820,35.0,Female,West,68,Basic,17.9,0,0.0,2025-07-20,214.79999999999998,2025,5-10 yr,Q2
C064821,32.0,Female,West,31,Basic,12.47,2,0.0,2025-04-23,149.64000000000001,2025,2-5 yr,Q1 low
C064822,32.0,Male,East,7,Premium,83.89,2,1.0,2023-03-08,1006.6800000000001,2023,6-12 mo,Q4 high
C064823,34.0,Male,West,15,Standard,35.49,0,0.0,2022-03-20,425.88,2022,1-2 yr,Q3
C064824,18.0,Female,South,46,Premium,67.67,0,0.0,2020-06-19,812.04,2020,2-5 yr,Q4 high
C064825,46.0,Female,North,108,Standard,18.99,0,0.0,2019-05-20,227.88,2019,5-10 yr,Q2
C064826,43.0,Female,Central,44,Standard,26.05,5,0.0,2024-10-21,312.6,2024,2-5 yr,Q3
C064827,37.0,Female,North,44,Basic,8.77,0,0.0,2024-04-19,105.24,2024,2-5 yr,Q1 low
C064828,43.0,Female,South,27,Basic,8.91,0,0.0,2024-05-12,106.92,2024,2-5 yr,Q1 low
C064829,40.0,Female,North,26,Enterprise,222.01,2,0.0,2024-06-07,2664.12,2024,2-5 yr,Q4 high
C064830,42.0,Female,South,67,Enterprise,160.06,0,0.0,2019-07-27,1920.72,2019,5-10 yr,Q4 high
